sElectionAbbr	lDistTypeHndl	szDistrictTypeOfficialDesc	lDistrictHndl	lParentDistHndl	sElecDistrictID	iElecSubDistrict	szElecDistrictName
2014June3 	42	Census Tract District (2010)	1184		ZT-729	0	2010 CT - 5043.16
2014June3 	42	Census Tract District (2010)	1185		ZT-730	0	2010 CT - 5043.17
2014June3 	42	Census Tract District (2010)	1186		ZT-731	0	2010 CT - 5043.18
2014June3 	42	Census Tract District (2010)	1187		ZT-732	0	2010 CT - 5043.19
2014June3 	42	Census Tract District (2010)	1188		ZT-733	0	2010 CT - 5043.20
2014June3 	42	Census Tract District (2010)	1189		ZT-734	0	2010 CT - 5043.21
2014June3 	42	Census Tract District (2010)	1190		ZT-735	0	2010 CT - 5043.22
2014June3 	42	Census Tract District (2010)	1191		ZT-736	0	2010 CT - 5043.23
2014June3 	42	Census Tract District (2010)	1192		ZT-737	0	2010 CT - 5044.10
2014June3 	42	Census Tract District (2010)	1193		ZT-738	0	2010 CT - 5044.11
2014June3 	42	Census Tract District (2010)	1194		ZT-739	0	2010 CT - 5044.12
2014June3 	42	Census Tract District (2010)	1195		ZT-740	0	2010 CT - 5044.13
2014June3 	42	Census Tract District (2010)	1196		ZT-741	0	2010 CT - 5044.14
2014June3 	42	Census Tract District (2010)	1197		ZT-742	0	2010 CT - 5044.15
2014June3 	42	Census Tract District (2010)	1198		ZT-743	0	2010 CT - 5044.16
2014June3 	42	Census Tract District (2010)	1199		ZT-744	0	2010 CT - 5044.17
2014June3 	42	Census Tract District (2010)	1200		ZT-745	0	2010 CT - 5044.18
2014June3 	42	Census Tract District (2010)	1201		ZT-746	0	2010 CT - 5044.20
2014June3 	42	Census Tract District (2010)	1202		ZT-747	0	2010 CT - 5044.21
2014June3 	42	Census Tract District (2010)	1203		ZT-748	0	2010 CT - 5044.22
2014June3 	42	Census Tract District (2010)	1204		ZT-749	0	2010 CT - 5044.23
2014June3 	42	Census Tract District (2010)	1205		ZT-750	0	2010 CT - 5045.04
2014June3 	42	Census Tract District (2010)	1206		ZT-751	0	2010 CT - 5045.05
2014June3 	42	Census Tract District (2010)	1207		ZT-752	0	2010 CT - 5045.06
2014June3 	42	Census Tract District (2010)	1208		ZT-753	0	2010 CT - 5045.07
2014June3 	42	Census Tract District (2010)	1209		ZT-754	0	2010 CT - 5046.01
2014June3 	42	Census Tract District (2010)	1210		ZT-755	0	2010 CT - 5046.02
2014June3 	42	Census Tract District (2010)	1211		ZT-756	0	2010 CT - 5047
2014June3 	42	Census Tract District (2010)	1212		ZT-757	0	2010 CT - 5048.02
2014June3 	42	Census Tract District (2010)	1213		ZT-758	0	2010 CT - 5048.03
2014June3 	42	Census Tract District (2010)	1214		ZT-759	0	2010 CT - 5048.05
2014June3 	42	Census Tract District (2010)	1215		ZT-760	0	2010 CT - 5048.06
2014June3 	42	Census Tract District (2010)	1216		ZT-761	0	2010 CT - 5049.01
2014June3 	42	Census Tract District (2010)	1217		ZT-762	0	2010 CT - 5050.01
2014June3 	42	Census Tract District (2010)	1218		ZT-763	0	2010 CT - 5050.06
2014June3 	42	Census Tract District (2010)	1219		ZT-764	0	2010 CT - 5050.07
2014June3 	42	Census Tract District (2010)	1220		ZT-765	0	2010 CT - 5050.08
2014June3 	42	Census Tract District (2010)	1221		ZT-766	0	2010 CT - 5050.09
2014June3 	42	Census Tract District (2010)	1222		ZT-767	0	2010 CT - 5051
2014June3 	42	Census Tract District (2010)	1223		ZT-768	0	2010 CT - 5052.02
2014June3 	42	Census Tract District (2010)	1224		ZT-769	0	2010 CT - 5052.03
2014June3 	42	Census Tract District (2010)	1225		ZT-770	0	2010 CT - 5053.01
2014June3 	42	Census Tract District (2010)	1226		ZT-771	0	2010 CT - 5053.02
2014June3 	42	Census Tract District (2010)	1227		ZT-772	0	2010 CT - 5053.03
2014June3 	42	Census Tract District (2010)	1228		ZT-773	0	2010 CT - 5053.04
2014June3 	42	Census Tract District (2010)	1229		ZT-774	0	2010 CT - 5053.05
2014June3 	42	Census Tract District (2010)	1230		ZT-775	0	2010 CT - 5054.01
2014June3 	42	Census Tract District (2010)	1231		ZT-776	0	2010 CT - 5054.02
2014June3 	42	Census Tract District (2010)	1232		ZT-777	0	2010 CT - 5054.03
2014June3 	42	Census Tract District (2010)	1233		ZT-778	0	2010 CT - 5055
2014June3 	10	County Board of Education	1046		SUT-10	0	SCC Board of Education- Transfer of Territory
2014June3 	42	Census Tract District (2010)	1234		ZT-779	0	2010 CT - 5056
2014June3 	42	Census Tract District (2010)	1235		ZT-780	0	2010 CT - 5057
2014June3 	42	Census Tract District (2010)	1236		ZT-781	0	2010 CT - 5058
2014June3 	42	Census Tract District (2010)	1237		ZT-782	0	2010 CT - 5059
2014June3 	42	Census Tract District (2010)	1238		ZT-783	0	2010 CT - 5060
2014June3 	42	Census Tract District (2010)	1239		ZT-784	0	2010 CT - 5061.01
2014June3 	42	Census Tract District (2010)	1240		ZT-785	0	2010 CT - 5061.02
2014June3 	42	Census Tract District (2010)	1241		ZT-786	0	2010 CT - 5061.03
2014June3 	42	Census Tract District (2010)	1242		ZT-787	0	2010 CT - 5062.02
2014June3 	42	Census Tract District (2010)	1243		ZT-788	0	2010 CT - 5062.03
2014June3 	42	Census Tract District (2010)	1244		ZT-789	0	2010 CT - 5062.04
2014June3 	42	Census Tract District (2010)	1245		ZT-790	0	2010 CT - 5063.01
2014June3 	42	Census Tract District (2010)	1246		ZT-791	0	2010 CT - 5063.02
2014June3 	42	Census Tract District (2010)	1247		ZT-792	0	2010 CT - 5063.04
2014June3 	42	Census Tract District (2010)	1248		ZT-793	0	2010 CT - 5063.05
2014June3 	42	Census Tract District (2010)	1249		ZT-794	0	2010 CT - 5064.01
2014June3 	42	Census Tract District (2010)	1250		ZT-795	0	2010 CT - 5064.02
2014June3 	42	Census Tract District (2010)	1251		ZT-796	0	2010 CT - 5065.01
2014June3 	42	Census Tract District (2010)	1252		ZT-797	0	2010 CT - 5065.02
2014June3 	42	Census Tract District (2010)	1253		ZT-798	0	2010 CT - 5065.03
2014June3 	42	Census Tract District (2010)	1254		ZT-799	0	2010 CT - 5066.01
2014June3 	42	Census Tract District (2010)	1255		ZT-800	0	2010 CT - 5066.03
2014June3 	42	Census Tract District (2010)	1256		ZT-801	0	2010 CT - 5066.04
2014June3 	42	Census Tract District (2010)	1257		ZT-802	0	2010 CT - 5066.05
2014June3 	42	Census Tract District (2010)	1258		ZT-803	0	2010 CT - 5066.06
2014June3 	42	Census Tract District (2010)	1259		ZT-804	0	2010 CT - 5067.01
2014June3 	42	Census Tract District (2010)	1260		ZT-805	0	2010 CT - 5067.02
2014June3 	42	Census Tract District (2010)	1261		ZT-806	0	2010 CT - 5067.03
2014June3 	42	Census Tract District (2010)	1262		ZT-807	0	2010 CT - 5068.01
2014June3 	42	Census Tract District (2010)	1263		ZT-808	0	2010 CT - 5068.02
2014June3 	42	Census Tract District (2010)	1264		ZT-809	0	2010 CT - 5068.03
2014June3 	42	Census Tract District (2010)	1265		ZT-810	0	2010 CT - 5068.04
2014June3 	42	Census Tract District (2010)	1266		ZT-811	0	2010 CT - 5069
2014June3 	42	Census Tract District (2010)	1267		ZT-812	0	2010 CT - 5070.01
2014June3 	42	Census Tract District (2010)	1268		ZT-813	0	2010 CT - 5070.02
2014June3 	42	Census Tract District (2010)	1269		ZT-814	0	2010 CT - 5071
2014June3 	42	Census Tract District (2010)	1270		ZT-815	0	2010 CT - 5072.03
2014June3 	42	Census Tract District (2010)	1271		ZT-816	0	2010 CT - 5072.05
2014June3 	42	Census Tract District (2010)	1272		ZT-817	0	2010 CT - 5072.06
2014June3 	42	Census Tract District (2010)	1273		ZT-818	0	2010 CT - 5073.01
2014June3 	42	Census Tract District (2010)	1274		ZT-819	0	2010 CT - 5073.02
2014June3 	42	Census Tract District (2010)	1275		ZT-820	0	2010 CT - 5074.01
2014June3 	42	Census Tract District (2010)	1276		ZT-821	0	2010 CT - 5074.02
2014June3 	42	Census Tract District (2010)	1277		ZT-822	0	2010 CT - 5075
2014June3 	42	Census Tract District (2010)	1278		ZT-823	0	2010 CT - 5076
2014June3 	42	Census Tract District (2010)	1280		ZT-825	0	2010 CT - 5077.02
2014June3 	42	Census Tract District (2010)	1281		ZT-826	0	2010 CT - 5077.03
2014June3 	42	Census Tract District (2010)	1282		ZT-827	0	2010 CT - 5078.05
2014June3 	42	Census Tract District (2010)	1283		ZT-828	0	2010 CT - 5078.06
2014June3 	42	Census Tract District (2010)	1284		ZT-829	0	2010 CT - 5078.07
2014June3 	42	Census Tract District (2010)	1285		ZT-830	0	2010 CT - 5078.08
2014June3 	42	Census Tract District (2010)	1286		ZT-831	0	2010 CT - 5079.03
2014June3 	42	Census Tract District (2010)	1287		ZT-832	0	2010 CT - 5079.04
2014June3 	42	Census Tract District (2010)	1288		ZT-833	0	2010 CT - 5079.05
2014June3 	42	Census Tract District (2010)	1289		ZT-834	0	2010 CT - 5079.06
2014June3 	42	Census Tract District (2010)	1290		ZT-835	0	2010 CT - 5080.01
2014June3 	42	Census Tract District (2010)	1291		ZT-836	0	2010 CT - 5080.03
2014June3 	42	Census Tract District (2010)	1292		ZT-837	0	2010 CT - 5080.04
2014June3 	42	Census Tract District (2010)	1293		ZT-838	0	2010 CT - 5081.01
2014June3 	42	Census Tract District (2010)	1294		ZT-839	0	2010 CT - 5081.02
2014June3 	42	Census Tract District (2010)	1295		ZT-840	0	2010 CT - 5082.02
2014June3 	42	Census Tract District (2010)	1296		ZT-841	0	2010 CT - 5082.03
2014June3 	42	Census Tract District (2010)	1297		ZT-842	0	2010 CT - 5082.04
2014June3 	42	Census Tract District (2010)	1298		ZT-843	0	2010 CT - 5083.01
2014June3 	42	Census Tract District (2010)	1299		ZT-844	0	2010 CT - 5083.03
2014June3 	42	Census Tract District (2010)	1300		ZT-845	0	2010 CT - 5083.04
2014June3 	42	Census Tract District (2010)	1301		ZT-846	0	2010 CT - 5084.01
2014June3 	42	Census Tract District (2010)	1302		ZT-847	0	2010 CT - 5084.03
2014June3 	42	Census Tract District (2010)	1303		ZT-848	0	2010 CT - 5084.04
2014June3 	42	Census Tract District (2010)	1304		ZT-849	0	2010 CT - 5085.03
2014June3 	42	Census Tract District (2010)	1305		ZT-850	0	2010 CT - 5085.04
2014June3 	42	Census Tract District (2010)	1306		ZT-851	0	2010 CT - 5085.05
2014June3 	42	Census Tract District (2010)	1307		ZT-852	0	2010 CT - 5085.07
2014June3 	42	Census Tract District (2010)	1308		ZT-853	0	2010 CT - 5085.08
2014June3 	42	Census Tract District (2010)	1309		ZT-854	0	2010 CT - 5086.01
2014June3 	42	Census Tract District (2010)	1310		ZT-855	0	2010 CT - 5086.02
2014June3 	42	Census Tract District (2010)	1311		ZT-856	0	2010 CT - 5087.03
2014June3 	42	Census Tract District (2010)	1312		ZT-857	0	2010 CT - 5087.04
2014June3 	42	Census Tract District (2010)	1313		ZT-858	0	2010 CT - 5088
2014June3 	42	Census Tract District (2010)	1314		ZT-859	0	2010 CT - 5089
2014June3 	42	Census Tract District (2010)	1315		ZT-860	0	2010 CT - 5090
2014June3 	42	Census Tract District (2010)	1394		ZT-939	0	2010 CT - 5120.36
2014June3 	42	Census Tract District (2010)	1395		ZT-940	0	2010 CT - 5120.37
2014June3 	42	Census Tract District (2010)	1396		ZT-941	0	2010 CT - 5120.38
2014June3 	42	Census Tract District (2010)	1057		ZT-602	0	2010 CT - 5002
2014June3 	42	Census Tract District (2010)	1058		ZT-603	0	2010 CT - 5003
2014June3 	42	Census Tract District (2010)	1059		ZT-604	0	2010 CT - 5004
2014June3 	42	Census Tract District (2010)	1061		ZT-606	0	2010 CT - 5006
2014June3 	42	Census Tract District (2010)	1062		ZT-607	0	2010 CT - 5008
2014June3 	42	Census Tract District (2010)	1063		ZT-608	0	2010 CT - 5009.01
2014June3 	46	Santa Clara Valley Water Dist	934		PK05	0	Santa Clara Valley Water District
2014June3 	46	Santa Clara Valley Water Dist	1461	934	PK05	3	Santa Clara Valley Water District - Dist 3
2014June3 	46	Santa Clara Valley Water Dist	1462	934	PK05	4	Santa Clara Valley Water District - Dist 4
2014June3 	46	Santa Clara Valley Water Dist	1463	934	PK05	5	Santa Clara Valley Water District - Dist 5
2014June3 	46	Santa Clara Valley Water Dist	1464	934	PK05	6	Santa Clara Valley Water District - Dist 6
2014June3 	46	Santa Clara Valley Water Dist	1465	934	PK05	7	Santa Clara Valley Water District - Dist 7
2014June3 	5	County Supervisor	1427		*405	0	5th Supervisorial District
2014June3 	42	Census Tract District (2010)	1428		ZT-942	0	2010 CT - 5120.39
2014June3 	42	Census Tract District (2010)	1429		ZT-943	0	2010 CT - 5120.42
2014June3 	42	Census Tract District (2010)	1430		ZT-944	0	2010 CT - 5120.43
2014June3 	42	Census Tract District (2010)	1431		ZT-945	0	2010 CT - 5120.45
2014June3 	4	Member of the State Assembly	1397		SA024	0	24th Assembly District
2014June3 	4	Member of the State Assembly	1398		SA025	0	25th Assembly District
2014June3 	4	Member of the State Assembly	1399		SA027	0	27th Assembly District
2014June3 	42	Census Tract District (2010)	1432		ZT-946	0	2010 CT - 5120.47
2014June3 	42	Census Tract District (2010)	1433		ZT-947	0	2010 CT - 5120.52
2014June3 	4	Member of the State Assembly	1400		SA028	0	28th Assembly District
2014June3 	4	Member of the State Assembly	1401		SA029	0	29th Assembly District
2014June3 	4	Member of the State Assembly	1402		SA030	0	30th Assembly District
2014June3 	3	State Senator	1403		SS010	0	10th Senatorial District
2014June3 	3	State Senator	1404		SS013	0	13th Senatorial District
2014June3 	2	Congressional District	1407		CG017	0	17th Congressional District
2014June3 	2	Congressional District	1408		CG018	0	18th Congressional District
2014June3 	25	Special Annexation Election District	959		PK18	0	Lion's Gate Community Services District
2014June3 	47	Community Facilities District	1479		PK-26	0	City of Campbell Community Facilities District No. 1
2014June3 	47	Community Facilities District	920		PK-25	0	Community Facilities District No. 2011-1
2014June3 	2	Congressional District	1409		CG019	0	19th Congressional District
2014June3 	2	Congressional District	1410		CG020	0	20th Congressional District
2014June3 	6	City	1413	902	*520	1	San Jose-Council District 1
2014June3 	6	City	1414	902	*520	2	San Jose-Council District 2
2014June3 	6	City	1415	902	*520	3	San Jose-Council District 3
2014June3 	6	City	1416	902	*520	4	San Jose-Council District 4
2014June3 	3	State Senator	1405		SS015	0	15th Senatorial District
2014June3 	3	State Senator	1406		SS017	0	17th Senatorial District
2014June3 	42	Census Tract District (2010)	1444		ZT-958	0	2010 CT - 5123.13
2014June3 	42	Census Tract District (2010)	1445		ZT-959	0	2010 CT - 5123.14
2014June3 	42	Census Tract District (2010)	1446		ZT-960	0	2010 CT - 5124.01
2014June3 	42	Census Tract District (2010)	1447		ZT-961	0	2010 CT - 5124.02
2014June3 	42	Census Tract District (2010)	1448		ZT-962	0	2010 CT - 5125.03
2014June3 	42	Census Tract District (2010)	1449		ZT-963	0	2010 CT - 5125.05
2014June3 	14	Elementary School District	1467	1466	SUS-L	1	Oak Grove School District TA #1
2014June3 	14	Elementary School District	1468	1466	SUS-L	2	Oak Grove School District TA #2
2014June3 	14	Elementary School District	1469	1466	SUS-L	3	Oak Grove School District TA #3
2014June3 	14	Elementary School District	1470	1466	SUS-L	4	Oak Grove School District TA #4
2014June3 	14	Elementary School District	1471	1466	SUS-L	5	Oak Grove School District TA #5
2014June3 	11	Community College	1473	980	SCC-4	2	West Valley-Mission CCD TA #2
2014June3 	11	Community College	1474	980	SCC-4	3	West Valley-Mission CCD TA #3
2014June3 	11	Community College	1475	980	SCC-4	4	West Valley-Mission CCD TA #4
2014June3 	11	Community College	1476	980	SCC-4	5	West Valley-Mission CCD TA #5
2014June3 	11	Community College	1477	980	SCC-4	6	West Valley-Mission CCD TA #6
2014June3 	11	Community College	1478	980	SCC-4	7	West Valley-Mission CCD TA #7
2014June3 	42	Census Tract District (2010)	1434		ZT-948	0	2010 CT - 5120.53
2014June3 	42	Census Tract District (2010)	1435		ZT-949	0	2010 CT - 5121
2014June3 	42	Census Tract District (2010)	1436		ZT-950	0	2010 CT - 5122
2014June3 	42	Census Tract District (2010)	1437		ZT-951	0	2010 CT - 5123.05
2014June3 	42	Census Tract District (2010)	1438		ZT-952	0	2010 CT - 5123.07
2014June3 	42	Census Tract District (2010)	1439		ZT-953	0	2010 CT - 5123.08
2014June3 	42	Census Tract District (2010)	1440		ZT-954	0	2010 CT - 5123.09
2014June3 	42	Census Tract District (2010)	1441		ZT-955	0	2010 CT - 5123.10
2014June3 	42	Census Tract District (2010)	1442		ZT-956	0	2010 CT - 5123.11
2014June3 	42	Census Tract District (2010)	1443		ZT-957	0	2010 CT - 5123.12
2014June3 	42	Census Tract District (2010)	1453		ZT-967	0	2010 CT - 5125.10
2014June3 	42	Census Tract District (2010)	1454		ZT-968	0	2010 CT - 5126.02
2014June3 	42	Census Tract District (2010)	1455		ZT-969	0	2010 CT - 5126.03
2014June3 	42	Census Tract District (2010)	1456		ZT-970	0	2010 CT - 5126.04
2014June3 	42	Census Tract District (2010)	1457		ZT-971	0	2010 CT - 5130
2014June3 	42	Census Tract District (2010)	1458		ZT-972	0	2010 CT - 5135
