sElectionAbbr	lPrecinctHndl	sPrecinctID	lPrecinctPortionHndl	sPrecinctPortion	lDistrictHndl	sElecDistrictID	lSubDistrictHndl	iElecSubDistrict
2014June3 	2196	0001115	2196		882	*0	882	0
2014June3 	2196	0001115	2196		1427	*405	1427	0
2014June3 	2196	0001115	2196		902	*520	902	0
2014June3 	2196	0001115	2196		902	*520	1413	1
2014June3 	2196	0001115	2196		1407	CG017	1407	0
2014June3 	2196	0001115	2196		934	PK05	934	0
2014June3 	2196	0001115	2196		934	PK05	1463	5
2014June3 	2196	0001115	2196		945	PK09	945	0
2014June3 	2196	0001115	2196		945	PK09	949	4
2014June3 	2196	0001115	2196		1400	SA028	1400	0
2014June3 	2196	0001115	2196		967	SCC-1	967	0
2014June3 	2196	0001115	2196		985	SE002	985	0
2014June3 	2196	0001115	2196		988	SHS-3	988	0
2014June3 	2196	0001115	2196		1405	SS015	1405	0
2014June3 	2196	0001115	2196		1015	SUS-E	1015	0
2014June3 	2196	0001115	2196		1038	SUT-02	1038	0
2014June3 	2196	0001115	2196		1286	ZT-831	1286	0
2014June3 	2197	0001116	2197		882	*0	882	0
2014June3 	2197	0001116	2197		1427	*405	1427	0
2014June3 	2197	0001116	2197		902	*520	902	0
2014June3 	2197	0001116	2197		902	*520	1413	1
2014June3 	2197	0001116	2197		1407	CG017	1407	0
2014June3 	2197	0001116	2197		934	PK05	934	0
2014June3 	2197	0001116	2197		934	PK05	1463	5
2014June3 	2197	0001116	2197		945	PK09	945	0
2014June3 	2197	0001116	2197		945	PK09	949	4
2014June3 	2197	0001116	2197		1400	SA028	1400	0
2014June3 	2197	0001116	2197		967	SCC-1	967	0
2014June3 	2197	0001116	2197		985	SE002	985	0
2014June3 	2197	0001116	2197		988	SHS-3	988	0
2014June3 	2197	0001116	2197		1405	SS015	1405	0
2014June3 	2197	0001116	2197		1015	SUS-E	1015	0
2014June3 	2197	0001116	2197		1038	SUT-02	1038	0
2014June3 	2197	0001116	2197		1286	ZT-831	1286	0
2014June3 	2198	0001117	2198		882	*0	882	0
2014June3 	2198	0001117	2198		1427	*405	1427	0
2014June3 	2198	0001117	2198		902	*520	902	0
2014June3 	2198	0001117	2198		902	*520	1413	1
2014June3 	2198	0001117	2198		1407	CG017	1407	0
2014June3 	2198	0001117	2198		934	PK05	934	0
2014June3 	2198	0001117	2198		934	PK05	1463	5
2014June3 	2198	0001117	2198		945	PK09	945	0
2014June3 	2198	0001117	2198		945	PK09	949	4
2014June3 	2198	0001117	2198		1400	SA028	1400	0
2014June3 	2198	0001117	2198		967	SCC-1	967	0
2014June3 	2198	0001117	2198		985	SE002	985	0
2014June3 	2198	0001117	2198		988	SHS-3	988	0
2014June3 	2198	0001117	2198		1405	SS015	1405	0
2014June3 	2198	0001117	2198		1015	SUS-E	1015	0
2014June3 	2198	0001117	2198		1038	SUT-02	1038	0
2014June3 	2198	0001117	2198		1287	ZT-832	1287	0
2014June3 	2199	0001118	2199		882	*0	882	0
2014June3 	2199	0001118	2199		1427	*405	1427	0
2014June3 	2199	0001118	2199		902	*520	902	0
2014June3 	2199	0001118	2199		902	*520	1413	1
2014June3 	2199	0001118	2199		1408	CG018	1408	0
2014June3 	2199	0001118	2199		934	PK05	934	0
2014June3 	2199	0001118	2199		934	PK05	1463	5
2014June3 	2199	0001118	2199		945	PK09	945	0
2014June3 	2199	0001118	2199		945	PK09	949	4
2014June3 	2199	0001118	2199		1400	SA028	1400	0
2014June3 	2199	0001118	2199		967	SCC-1	967	0
2014June3 	2199	0001118	2199		985	SE002	985	0
2014June3 	2199	0001118	2199		988	SHS-3	988	0
2014June3 	2199	0001118	2199		1405	SS015	1405	0
2014June3 	2199	0001118	2199		1015	SUS-E	1015	0
2014June3 	2199	0001118	2199		1038	SUT-02	1038	0
2014June3 	2199	0001118	2199		1287	ZT-832	1287	0
2014June3 	2200	0001119	2200		882	*0	882	0
2014June3 	2200	0001119	2200		1427	*405	1427	0
2014June3 	2200	0001119	2200		902	*520	902	0
2014June3 	2200	0001119	2200		902	*520	1413	1
2014June3 	2200	0001119	2200		1407	CG017	1407	0
2014June3 	2200	0001119	2200		934	PK05	934	0
2014June3 	2200	0001119	2200		934	PK05	1463	5
2014June3 	2200	0001119	2200		945	PK09	945	0
2014June3 	2200	0001119	2200		945	PK09	949	4
2014June3 	2200	0001119	2200		1400	SA028	1400	0
2014June3 	2200	0001119	2200		967	SCC-1	967	0
2014June3 	2200	0001119	2200		985	SE002	985	0
2014June3 	2200	0001119	2200		988	SHS-3	988	0
2014June3 	2200	0001119	2200		1405	SS015	1405	0
2014June3 	2200	0001119	2200		1015	SUS-E	1015	0
2014June3 	2200	0001119	2200		1038	SUT-02	1038	0
2014June3 	2200	0001119	2200		1242	ZT-787	1242	0
2014June3 	2200	0001119	2200		1287	ZT-832	1287	0
2014June3 	2201	0001120	2201		882	*0	882	0
2014June3 	2201	0001120	2201		1426	*404	1426	0
2014June3 	2201	0001120	2201		902	*520	902	0
2014June3 	2201	0001120	2201		902	*520	1413	1
2014June3 	2201	0001120	2201		1407	CG017	1407	0
2014June3 	2201	0001120	2201		927	PK02	927	0
2014June3 	2201	0001120	2201		934	PK05	934	0
2014June3 	2201	0001120	2201		934	PK05	1463	5
2014June3 	2201	0001120	2201		945	PK09	945	0
2014June3 	2201	0001120	2201		945	PK09	948	3
2014June3 	2201	0001120	2201		1400	SA028	1400	0
2014June3 	2201	0001120	2201		967	SCC-1	967	0
2014June3 	2201	0001120	2201		985	SE002	985	0
2014June3 	2201	0001120	2201		988	SHS-3	988	0
2014June3 	2201	0001120	2201		1405	SS015	1405	0
2014June3 	2201	0001120	2201		1015	SUS-E	1015	0
2014June3 	2201	0001120	2201		1038	SUT-02	1038	0
2014June3 	2201	0001120	2201		1292	ZT-837	1292	0
