sElectionAbbr	lPctPorHndl	lPrecinctHndl	sPrecinctID	sPrecinctPortion	szPrecinctName	iBalType	sAbsenteePrecinctID	szAbsenteePrecinctName	iMailBallotPrecinct	sVotingPrecinctID	szVotingPrecinctName
2014June3 		2345	0001282		PCT 1282	2	8001210	PCT 1210  H/S/V	0	0001210	PCT 1210  H/S/V
2014June3 		2346	0001283		PCT 1283	2	8001215	PCT 1215  S/V	0	0001215	PCT 1215  S/V
2014June3 		2347	0001284		PCT 1284	2	8001041	PCT MAIL 1041	1	0001041	PCT MAIL 1041
2014June3 		4143	0001285		PCT 1285	16	8001281	PCT MAIL 1281	1	0001281	PCT MAIL 1281
2014June3 		4118	0001286		PCT 1286	2	8001238	PCT 1238  S	0	0001238	PCT 1238  S
2014June3 		4121	0001287		PCT 1287	2	8001244	PCT 1244  P/S	0	0001244	PCT 1244  P/S
2014June3 		4122	0001288		PCT 1288	2	8001242	PCT 1242  P/S	0	0001242	PCT 1242  P/S
2014June3 		4123	0001289		PCT 1289	2	8001244	PCT 1244  P/S	0	0001244	PCT 1244  P/S
2014June3 		2348	0001301		PCT 1301	17	8001301	PCT MAIL 1301	1	0001301	PCT MAIL 1301
2014June3 		2349	0001302		PCT 1302	17	8001302	PCT 1302  C/P/S/V	0	0001302	PCT 1302  C/P/S/V
2014June3 		2350	0001303		PCT 1303	17	8001302	PCT 1302  C/P/S/V	0	0001302	PCT 1302  C/P/S/V
2014June3 		2351	0001304		PCT 1304	18	8001304	PCT 1304  S	0	0001304	PCT 1304  S
2014June3 		2352	0001305		PCT 1305	19	8001305	PCT 1305  S	0	0001305	PCT 1305  S
2014June3 		2353	0001306		PCT 1306	18	8001304	PCT 1304  S	0	0001304	PCT 1304  S
2014June3 		2354	0001307		PCT 1307	20	8001307	PCT 1307  S	0	0001307	PCT 1307  S
2014June3 		2355	0001308		PCT 1308	21	8001308	PCT MAIL 1308	1	0001308	PCT MAIL 1308
2014June3 		2356	0001309		PCT 1309	21	8001308	PCT MAIL 1308	1	0001308	PCT MAIL 1308
2014June3 		2357	0001310		PCT 1310	21	8001310	PCT 1310  S	0	0001310	PCT 1310  S
2014June3 		2358	0001311		PCT 1311	21	8001311	PCT 1311  S	0	0001311	PCT 1311  S
2014June3 		2359	0001312		PCT 1312	22	8001312	PCT 1312  C/P/S/V	0	0001312	PCT 1312  C/P/S/V
2014June3 		2360	0001313		PCT 1313	22	8001313	PCT 1313  C/P/S/V	0	0001313	PCT 1313  C/P/S/V
2014June3 		2361	0001314		PCT 1314	22	8001313	PCT 1313  C/P/S/V	0	0001313	PCT 1313  C/P/S/V
2014June3 		2362	0001315		PCT 1315	21	8001315	PCT 1315  P/S	0	0001315	PCT 1315  P/S
2014June3 		2363	0001316		PCT 1316	21	8001316	PCT 1316  P/S/V	0	0001316	PCT 1316  P/S/V
2014June3 		2364	0001317		PCT 1317	21	8001317	PCT 1317  C/J/P/S/V	0	0001317	PCT 1317  C/J/P/S/V
2014June3 		2365	0001318		PCT 1318	21	8001318	PCT 1318  C/J/P/S/V	0	0001318	PCT 1318  C/J/P/S/V
2014June3 		2366	0001319		PCT 1319	21	8001319	PCT 1319  C/S/V	0	0001319	PCT 1319  C/S/V
2014June3 		2367	0001320		PCT 1320	21	8001320	PCT 1320  C/S/V	0	0001320	PCT 1320  C/S/V
2014June3 		2368	0001321		PCT 1321	21	8001321	PCT 1321  C/S/V	0	0001321	PCT 1321  C/S/V
2014June3 		2369	0001322		PCT 1322	21	8001320	PCT 1320  C/S/V	0	0001320	PCT 1320  C/S/V
2014June3 		2370	0001323		PCT 1323	21	8001323	PCT 1323  S/V	0	0001323	PCT 1323  S/V
2014June3 		2371	0001324		PCT 1324	21	8001324	PCT 1324  S/V	0	0001324	PCT 1324  S/V
2014June3 		2372	0001325		PCT 1325	21	8001325	PCT 1325  S/V	0	0001325	PCT 1325  S/V
2014June3 		2373	0001326		PCT 1326	21	8001326	PCT 1326  P/S/V	0	0001326	PCT 1326  P/S/V
2014June3 		2374	0001327		PCT 1327	21	8001327	PCT 1327  P/S/V	0	0001327	PCT 1327  P/S/V
2014June3 		2375	0001328		PCT 1328	21	8001327	PCT 1327  P/S/V	0	0001327	PCT 1327  P/S/V
2014June3 		2376	0001329		PCT 1329	21	8001329	PCT 1329  P/S	0	0001329	PCT 1329  P/S
2014June3 		2377	0001330		PCT 1330	21	8001330	PCT 1330  P/S	0	0001330	PCT 1330  P/S
2014June3 		2378	0001331		PCT 1331	21	8001330	PCT 1330  P/S	0	0001330	PCT 1330  P/S
2014June3 		2379	0001332		PCT 1332	22	8001332	PCT MAIL 1332	1	0001332	PCT MAIL 1332
2014June3 		2380	0001333		PCT 1333	21	8001333	PCT 1333  S/V	0	0001333	PCT 1333  S/V
2014June3 		2381	0001334		PCT 1334	21	8001334	PCT 1334  S/V	0	0001334	PCT 1334  S/V
2014June3 		2382	0001335		PCT 1335	21	8001334	PCT 1334  S/V	0	0001334	PCT 1334  S/V
2014June3 		2383	0001336		PCT 1336	21	8001336	PCT 1336  C/S/V	0	0001336	PCT 1336  C/S/V
2014June3 		2384	0001337		PCT 1337	21	8001337	PCT 1337  C/P/S/V	0	0001337	PCT 1337  C/P/S/V
2014June3 		2385	0001338		PCT 1338	21	8001338	PCT 1338  C/S/V	0	0001338	PCT 1338  C/S/V
2014June3 		2386	0001339		PCT 1339	21	8001319	PCT 1319  C/S/V	0	0001319	PCT 1319  C/S/V
2014June3 		2387	0001340		PCT 1340	21	8001340	PCT 1340  C/S	0	0001340	PCT 1340  C/S
2014June3 		2388	0001341		PCT 1341	21	8001308	PCT MAIL 1308	1	0001308	PCT MAIL 1308
2014June3 		2389	0001342		PCT 1342	21	8001340	PCT 1340  C/S	0	0001340	PCT 1340  C/S
2014June3 		2390	0001343		PCT 1343	21	8001343	PCT 1343  S	0	0001343	PCT 1343  S
2014June3 		2391	0001344		PCT 1344	21	8001344	PCT 1344  S	0	0001344	PCT 1344  S
2014June3 		2392	0001345		PCT 1345	21	8001345	PCT 1345  S	0	0001345	PCT 1345  S
2014June3 		2393	0001346		PCT 1346	21	8001346	PCT 1346  S	0	0001346	PCT 1346  S
2014June3 		2394	0001347		PCT 1347	20	8001347	PCT 1347  S	0	0001347	PCT 1347  S
2014June3 		2395	0001348		PCT 1348	20	8001347	PCT 1347  S	0	0001347	PCT 1347  S
2014June3 		2396	0001349		PCT 1349	21	8001323	PCT 1323  S/V	0	0001323	PCT 1323  S/V
2014June3 		2397	0001350		PCT 1350	21	8001350	PCT 1350  S	0	0001350	PCT 1350  S
2014June3 		2398	0001351		PCT 1351	21	8001311	PCT 1311  S	0	0001311	PCT 1311  S
2014June3 		2399	0001352		PCT 1352	21	8001326	PCT 1326  P/S/V	0	0001326	PCT 1326  P/S/V
2014June3 		2400	0001353		PCT 1353	21	8001327	PCT 1327  P/S/V	0	0001327	PCT 1327  P/S/V
2014June3 		2401	0001354		PCT 1354	21	8001333	PCT 1333  S/V	0	0001333	PCT 1333  S/V
2014June3 		2402	0001355		PCT 1355	21	8001337	PCT 1337  C/P/S/V	0	0001337	PCT 1337  C/P/S/V
2014June3 		2403	0001356		PCT 1356	21	8001356	PCT 1356  C/S/V	0	0001356	PCT 1356  C/S/V
2014June3 		2404	0001357		PCT 1357	23	8001357	PCT MAIL 1357	1	0001357	PCT MAIL 1357
2014June3 		2405	0001358		PCT 1358	24	8001358	PCT 1358  S	0	0001358	PCT 1358  S
2014June3 		2406	0001359		PCT 1359	20	8001307	PCT 1307  S	0	0001307	PCT 1307  S
2014June3 		2407	0001360		PCT 1360	25	8001360	PCT 1360  S	0	0001360	PCT 1360  S
2014June3 		2408	0001361		PCT 1361	23	8001361	PCT 1361  S	0	0001361	PCT 1361  S
2014June3 		2409	0001362		PCT 1362	21	8001316	PCT 1316  P/S/V	0	0001316	PCT 1316  P/S/V
2014June3 		2410	0001363		PCT 1363	21	8001308	PCT MAIL 1308	1	0001308	PCT MAIL 1308
2014June3 		4092	0001364		PCT 1364	15	8001364	PCT MAIL 1364	1	0001364	PCT MAIL 1364
2014June3 		4091	0001365		PCT 1365	19	8001305	PCT 1305  S	0	0001305	PCT 1305  S
2014June3 		4148	0001366		PCT 1366	17	8001302	PCT 1302  C/P/S/V	0	0001302	PCT 1302  C/P/S/V
2014June3 		4147	0001367		PCT 1367	23	8001361	PCT 1361  S	0	0001361	PCT 1361  S
2014June3 		4119	0001368		PCT 1368	21	8001310	PCT 1310  S	0	0001310	PCT 1310  S
2014June3 		4149	0001369		PCT 1369	17	8001302	PCT 1302  C/P/S/V	0	0001302	PCT 1302  C/P/S/V
2014June3 		4150	0001370		PCT 1370	26	8001370	PCT MAIL 1370	1	0001370	PCT MAIL 1370
2014June3 		4160	0001371		PCT 1371	22	8001312	PCT 1312  C/P/S/V	0	0001312	PCT 1312  C/P/S/V
2014June3 		4105	0001380		PCT 1380	13	8001198	PCT 1198  H/S	0	0001198	PCT 1198  H/S
2014June3 		4173	0001398		PCT 1398	27	8001398	PCT 1398  M/P/S/2V	0	0001398	PCT 1398  M/P/S/2V
2014June3 		4172	0001399		PCT 1399	28	8001399	PCT 1399  P/S/V	0	0001399	PCT 1399  P/S/V
2014June3 		2411	0001401		PCT 1401	29	8001401	PCT 1401  S	0	0001401	PCT 1401  S
2014June3 		2412	0001402		PCT 1402	29	8001402	PCT 1402  C/S/V	0	0001402	PCT 1402  C/S/V
2014June3 		2413	0001403		PCT 1403	29	8001403	PCT 1403  C/S/V	0	0001403	PCT 1403  C/S/V
2014June3 		2414	0001404		PCT 1404	29	8001403	PCT 1403  C/S/V	0	0001403	PCT 1403  C/S/V
2014June3 		2415	0001405		PCT 1405	29	8001405	PCT 1405  C/J/K	0	0001405	PCT 1405  C/J/K
2014June3 		2416	0001406		PCT 1406	26	8001370	PCT MAIL 1370	1	0001370	PCT MAIL 1370
2014June3 		2417	0001407		PCT 1407	26	8001407	PCT 1407  C/P/S/V	0	0001407	PCT 1407  C/P/S/V
2014June3 		2418	0001408		PCT 1408	29	8001408	PCT 1408  C/P/V	0	0001408	PCT 1408  C/P/V
2014June3 		2419	0001409		PCT 1409	29	8001409	PCT 1409  C/S/V	0	0001409	PCT 1409  C/S/V
2014June3 		2420	0001410		PCT 1410	29	8001410	PCT 1410  C/P/S/V	0	0001410	PCT 1410  C/P/S/V
2014June3 		2421	0001411		PCT 1411	29	8001411	PCT 1411  C/P/S/V	0	0001411	PCT 1411  C/P/S/V
2014June3 		2422	0001412		PCT 1412	29	8001412	PCT 1412  C/P/S/V	0	0001412	PCT 1412  C/P/S/V
2014June3 		2423	0001413		PCT 1413	29	8001413	PCT 1413  C/P/S/V	0	0001413	PCT 1413  C/P/S/V
2014June3 		2424	0001414		PCT 1414	29	8001414	PCT 1414  C/P/S/V	0	0001414	PCT 1414  C/P/S/V
2014June3 		2425	0001415		PCT 1415	29	8001415	PCT 1415  C/P/S/V	0	0001415	PCT 1415  C/P/S/V
2014June3 		2426	0001416		PCT 1416	29	8001416	PCT 1416  C/P/S/V	0	0001416	PCT 1416  C/P/S/V
2014June3 		2427	0001417		PCT 1417	29	8001417	PCT 1417  C/P/S/V	0	0001417	PCT 1417  C/P/S/V
2014June3 		2428	0001418		PCT 1418	29	8001418	PCT 1418  C/P/S/V	0	0001418	PCT 1418  C/P/S/V
2014June3 		2429	0001419		PCT 1419	29	8001419	PCT 1419  C/P/S/V	0	0001419	PCT 1419  C/P/S/V
2014June3 		2430	0001420		PCT 1420	29	8001420	PCT 1420  C/H/P/S/V	0	0001420	PCT 1420  C/H/P/S/V
2014June3 		2431	0001421		PCT 1421	29	8001421	PCT 1421  C/H/P/S/V	0	0001421	PCT 1421  C/H/P/S/V
2014June3 		2432	0001422		PCT 1422	29	8001420	PCT 1420  C/H/P/S/V	0	0001420	PCT 1420  C/H/P/S/V
2014June3 		2433	0001423		PCT 1423	30	8001423	PCT 1423  C/P/S/V	0	0001423	PCT 1423  C/P/S/V
2014June3 		2434	0001424		PCT 1424	28	8001424	PCT 1424  P/S/V	0	0001424	PCT 1424  P/S/V
2014June3 		2435	0001425		PCT 1425	30	8001425	PCT 1425  C/P/S/V	0	0001425	PCT 1425  C/P/S/V
2014June3 		2436	0001426		PCT 1426	30	8001425	PCT 1425  C/P/S/V	0	0001425	PCT 1425  C/P/S/V
2014June3 		2437	0001427		PCT 1427	31	8001427	PCT 1427  C/P/S/V	0	0001427	PCT 1427  C/P/S/V
2014June3 		2438	0001428		PCT 1428	29	8001428	PCT 1428  C/S/V	0	0001428	PCT 1428  C/S/V
2014June3 		2439	0001429		PCT 1429	29	8001429	PCT 1429  C/S/V	0	0001429	PCT 1429  C/S/V
2014June3 		2440	0001430		PCT 1430	29	8001429	PCT 1429  C/S/V	0	0001429	PCT 1429  C/S/V
2014June3 		2441	0001431		PCT 1431	29	8001431	PCT 1431  C/S/V	0	0001431	PCT 1431  C/S/V
2014June3 		2442	0001432		PCT 1432	29	8001432	PCT 1432  C/P/S/V	0	0001432	PCT 1432  C/P/S/V
2014June3 		2443	0001433		PCT 1433	29	8001433	PCT 1433  C/P/S/V	0	0001433	PCT 1433  C/P/S/V
2014June3 		2444	0001434		PCT 1434	29	8001434	PCT 1434  C/H/P/S/V	0	0001434	PCT 1434  C/H/P/S/V
2014June3 		2445	0001435		PCT 1435	29	8001435	PCT 1435  C/H/P/S/V	0	0001435	PCT 1435  C/H/P/S/V
2014June3 		2446	0001436		PCT 1436	29	8001436	PCT 1436  C/H/P/S/V	0	0001436	PCT 1436  C/H/P/S/V
2014June3 		2447	0001437		PCT 1437	29	8001436	PCT 1436  C/H/P/S/V	0	0001436	PCT 1436  C/H/P/S/V
2014June3 		2448	0001438		PCT 1438	29	8001435	PCT 1435  C/H/P/S/V	0	0001435	PCT 1435  C/H/P/S/V
2014June3 		2449	0001439		PCT 1439	29	8001402	PCT 1402  C/S/V	0	0001402	PCT 1402  C/S/V
2014June3 		2450	0001440		PCT 1440	30	8001440	PCT 1440  C/P/S/V	0	0001440	PCT 1440  C/P/S/V
2014June3 		2451	0001441		PCT 1441	29	8001428	PCT 1428  C/S/V	0	0001428	PCT 1428  C/S/V
2014June3 		2452	0001442		PCT 1442	31	8001442	PCT MAIL 1442	1	0001442	PCT MAIL 1442
2014June3 		2453	0001443		PCT 1443	32	8001443	PCT MAIL 1443	1	0001443	PCT MAIL 1443
2014June3 		2454	0001444		PCT 1444	29	8001444	PCT 1444  C/P/S/V	0	0001444	PCT 1444  C/P/S/V
2014June3 		2455	0001445		PCT 1445	29	8001444	PCT 1444  C/P/S/V	0	0001444	PCT 1444  C/P/S/V
2014June3 		2456	0001446		PCT 1446	29	8001446	PCT 1446  C/P/S/V	0	0001446	PCT 1446  C/P/S/V
2014June3 		2457	0001447		PCT 1447	29	8001447	PCT 1447  C/P/S/V	0	0001447	PCT 1447  C/P/S/V
2014June3 		2458	0001448		PCT 1448	29	8001448	PCT 1448  C/P/S/V	0	0001448	PCT 1448  C/P/S/V
2014June3 		2459	0001449		PCT 1449	29	8001449	PCT 1449  C/P/S/V	0	0001449	PCT 1449  C/P/S/V
2014June3 		2460	0001450		PCT 1450	29	8001450	PCT 1450  C/P/S/V	0	0001450	PCT 1450  C/P/S/V
2014June3 		2461	0001451		PCT 1451	29	8001451	PCT 1451  C/P/S/V	0	0001451	PCT 1451  C/P/S/V
2014June3 		2462	0001452		PCT 1452	29	8001451	PCT 1451  C/P/S/V	0	0001451	PCT 1451  C/P/S/V
2014June3 		2463	0001453		PCT 1453	29	8001453	PCT 1453  C/P/S/V	0	0001453	PCT 1453  C/P/S/V
2014June3 		2464	0001454		PCT 1454	29	8001453	PCT 1453  C/P/S/V	0	0001453	PCT 1453  C/P/S/V
2014June3 		2465	0001455		PCT 1455	29	8001455	PCT 1455  C/P/S/V	0	0001455	PCT 1455  C/P/S/V
2014June3 		2466	0001456		PCT 1456	29	8001455	PCT 1455  C/P/S/V	0	0001455	PCT 1455  C/P/S/V
2014June3 		2467	0001457		PCT 1457	29	8001432	PCT 1432  C/P/S/V	0	0001432	PCT 1432  C/P/S/V
2014June3 		2468	0001458		PCT 1458	29	8001432	PCT 1432  C/P/S/V	0	0001432	PCT 1432  C/P/S/V
2014June3 		2469	0001459		PCT 1459	29	8001459	PCT 1459  C	0	0001459	PCT 1459  C
2014June3 		2470	0001460		PCT 1460	29	8001401	PCT 1401  S	0	0001401	PCT 1401  S
2014June3 		2471	0001461		PCT 1461	29	8001461	PCT 1461  C	0	0001461	PCT 1461  C
2014June3 		2472	0001462		PCT 1462	26	8001370	PCT MAIL 1370	1	0001370	PCT MAIL 1370
2014June3 		2473	0001463		PCT 1463	29	8001405	PCT 1405  C/J/K	0	0001405	PCT 1405  C/J/K
2014June3 		2474	0001464		PCT 1464	29	8001420	PCT 1420  C/H/P/S/V	0	0001420	PCT 1420  C/H/P/S/V
2014June3 		2475	0001465		PCT 1465	29	8001465	PCT 1465  C/P/V	0	0001465	PCT 1465  C/P/V
2014June3 		2476	0001466		PCT 1466	29	8001466	PCT 1466  C/P/S/V	0	0001466	PCT 1466  C/P/S/V
2014June3 		2477	0001467		PCT 1467	29	8001467	PCT 1467  C/H/P/S/V	0	0001467	PCT 1467  C/H/P/S/V
2014June3 		2478	0001468		PCT 1468	29	8001408	PCT 1408  C/P/V	0	0001408	PCT 1408  C/P/V
2014June3 		2479	0001469		PCT 1469	29	8001469	PCT 1469  C/P/S/V	0	0001469	PCT 1469  C/P/S/V
2014June3 		2480	0001470		PCT 1470	30	8001470	PCT 1470  P/S/V	0	0001470	PCT 1470  P/S/V
2014June3 		2481	0001471		PCT 1471	26	8001407	PCT 1407  C/P/S/V	0	0001407	PCT 1407  C/P/S/V
2014June3 		2482	0001472		PCT 1472	29	8001472	PCT 1472  C/P/S/V	0	0001472	PCT 1472  C/P/S/V
2014June3 		2483	0001473		PCT 1473	29	8001421	PCT 1421  C/H/P/S/V	0	0001421	PCT 1421  C/H/P/S/V
2014June3 		2484	0001474		PCT 1474	29	8001436	PCT 1436  C/H/P/S/V	0	0001436	PCT 1436  C/H/P/S/V
2014June3 		4167	0001475		PCT 1475	30	8001423	PCT 1423  C/P/S/V	0	0001423	PCT 1423  C/P/S/V
2014June3 		2486	0001476		PCT 1476	29	8001412	PCT 1412  C/P/S/V	0	0001412	PCT 1412  C/P/S/V
2014June3 		2487	0001477		PCT 1477	29	8001410	PCT 1410  C/P/S/V	0	0001410	PCT 1410  C/P/S/V
2014June3 		2488	0001478		PCT 1478	29	8001478	PCT 1478  C/H/P/S/V	0	0001478	PCT 1478  C/H/P/S/V
2014June3 		2489	0001479		PCT 1479	29	8001459	PCT 1459  C	0	0001459	PCT 1459  C
2014June3 		2490	0001480		PCT 1480	29	8001472	PCT 1472  C/P/S/V	0	0001472	PCT 1472  C/P/S/V
2014June3 		2491	0001481		PCT 1481	29	8001481	PCT MAIL 1481	1	0001481	PCT MAIL 1481
2014June3 		2492	0001482		PCT 1482	29	8001482	PCT 1482  C/H/P/S/V	0	0001482	PCT 1482  C/H/P/S/V
2014June3 		2493	0001483		PCT 1483	29	8001481	PCT MAIL 1481	1	0001481	PCT MAIL 1481
2014June3 		2494	0001484		PCT 1484	29	8001428	PCT 1428  C/S/V	0	0001428	PCT 1428  C/S/V
2014June3 		2495	0001485		PCT 1485	29	8001472	PCT 1472  C/P/S/V	0	0001472	PCT 1472  C/P/S/V
2014June3 		2496	0001486		PCT 1486	29	8001419	PCT 1419  C/P/S/V	0	0001419	PCT 1419  C/P/S/V
2014June3 		2497	0001487		PCT 1487	29	8001433	PCT 1433  C/P/S/V	0	0001433	PCT 1433  C/P/S/V
2014June3 		2498	0001488		PCT 1488	29	8001433	PCT 1433  C/P/S/V	0	0001433	PCT 1433  C/P/S/V
2014June3 		2499	0001489		PCT 1489	29	8001433	PCT 1433  C/P/S/V	0	0001433	PCT 1433  C/P/S/V
2014June3 		2500	0001490		PCT 1490	29	8001433	PCT 1433  C/P/S/V	0	0001433	PCT 1433  C/P/S/V
2014June3 		2501	0001491		PCT 1491	29	8001433	PCT 1433  C/P/S/V	0	0001433	PCT 1433  C/P/S/V
2014June3 		2502	0001492		PCT 1492	26	8001370	PCT MAIL 1370	1	0001370	PCT MAIL 1370
2014June3 		2503	0001493		PCT 1493	26	8001370	PCT MAIL 1370	1	0001370	PCT MAIL 1370
2014June3 		2504	0001494		PCT 1494	29	8001409	PCT 1409  C/S/V	0	0001409	PCT 1409  C/S/V
2014June3 		4090	0001495		PCT 1495	26	8001407	PCT 1407  C/P/S/V	0	0001407	PCT 1407  C/P/S/V
2014June3 		2506	0001496		PCT 1496	26	8001370	PCT MAIL 1370	1	0001370	PCT MAIL 1370
2014June3 		2507	0001497		PCT 1497	29	8001405	PCT 1405  C/J/K	0	0001405	PCT 1405  C/J/K
2014June3 		2508	0001498		PCT 1498	29	8001405	PCT 1405  C/J/K	0	0001405	PCT 1405  C/J/K
2014June3 		2509	0001499		PCT 1499	29	8001402	PCT 1402  C/S/V	0	0001402	PCT 1402  C/S/V
2014June3 		2510	0001501		PCT 1501	33	8001501	PCT 1501  H/S	0	0001501	PCT 1501  H/S
2014June3 		2511	0001502		PCT 1502	34	8001502	PCT 1502  C/P/S/V	0	0001502	PCT 1502  C/P/S/V
2014June3 		2512	0001503		PCT 1503	30	8001470	PCT 1470  P/S/V	0	0001470	PCT 1470  P/S/V
2014June3 		2513	0001504		PCT 1504	28	8001504	PCT 1504  C/P/S/V	0	0001504	PCT 1504  C/P/S/V
2014June3 		2514	0001505		PCT 1505	28	8001505	PCT 1505  P/S/V	0	0001505	PCT 1505  P/S/V
2014June3 		2515	0001506		PCT 1506	28	8001506	PCT 1506  C/H/P/S/V	0	0001506	PCT 1506  C/H/P/S/V
2014June3 		2516	0001507		PCT 1507	28	8001506	PCT 1506  C/H/P/S/V	0	0001506	PCT 1506  C/H/P/S/V
2014June3 		2517	0001508		PCT 1508	28	8001508	PCT 1508  C/P/S/V	0	0001508	PCT 1508  C/P/S/V
2014June3 		2518	0001509		PCT 1509	28	8001509	PCT 1509  C/P/S/V	0	0001509	PCT 1509  C/P/S/V
2014June3 		2519	0001510		PCT 1510	28	8001510	PCT 1510  C/P/S/V	0	0001510	PCT 1510  C/P/S/V
2014June3 		2520	0001511		PCT 1511	28	8001511	PCT 1511  C/P/2S/V	0	0001511	PCT 1511  C/P/2S/V
2014June3 		2521	0001512		PCT 1512	28	8001510	PCT 1510  C/P/S/V	0	0001510	PCT 1510  C/P/S/V
2014June3 		2522	0001513		PCT 1513	28	8001513	PCT 1513  P/S/V	0	0001513	PCT 1513  P/S/V
2014June3 		2523	0001514		PCT 1514	28	8001510	PCT 1510  C/P/S/V	0	0001510	PCT 1510  C/P/S/V
2014June3 		2524	0001515		PCT 1515	35	8001515	PCT 1515  C/P/S/V	0	0001515	PCT 1515  C/P/S/V
2014June3 		2525	0001516		PCT 1516	28	8001516	PCT 1516  P/2S/V	0	0001516	PCT 1516  P/2S/V
2014June3 		2526	0001517		PCT 1517	28	8001511	PCT 1511  C/P/2S/V	0	0001511	PCT 1511  C/P/2S/V
2014June3 		2527	0001518		PCT 1518	28	8001518	PCT 1518  P/2S/V	0	0001518	PCT 1518  P/2S/V
2014June3 		2528	0001519		PCT 1519	28	8001519	PCT 1519  P/S/V	0	0001519	PCT 1519  P/S/V
2014June3 		2529	0001520		PCT 1520	28	8001399	PCT 1399  P/S/V	0	0001399	PCT 1399  P/S/V
2014June3 		2530	0001521		PCT 1521	36	8001521	PCT 1521  S/V	0	0001521	PCT 1521  S/V
2014June3 		2531	0001522		PCT 1522	28	8001522	PCT 1522	0	0001522	PCT 1522
2014June3 		2532	0001523		PCT 1523	28	8001523	PCT 1523  P/2S/V	0	0001523	PCT 1523  P/2S/V
2014June3 		2533	0001524		PCT 1524	28	8001523	PCT 1523  P/2S/V	0	0001523	PCT 1523  P/2S/V
2014June3 		2534	0001525		PCT 1525	28	8001525	PCT 1525  P/S/V	0	0001525	PCT 1525  P/S/V
2014June3 		2535	0001526		PCT 1526	15	8001526	PCT 1526  C/P/S/V	0	0001526	PCT 1526  C/P/S/V
2014June3 		2536	0001527		PCT 1527	28	8001527	PCT 1527  P/S/V	0	0001527	PCT 1527  P/S/V
2014June3 		2537	0001528		PCT 1528	28	8001528	PCT 1528  S/V	0	0001528	PCT 1528  S/V
2014June3 		2538	0001529		PCT 1529	28	8001529	PCT 1529  P/S/V	0	0001529	PCT 1529  P/S/V
2014June3 		2539	0001530		PCT 1530	28	8001530	PCT 1530  P/2S/V	0	0001530	PCT 1530  P/2S/V
2014June3 		2540	0001531		PCT 1531	28	8001531	PCT 1531  P/S/V	0	0001531	PCT 1531  P/S/V
2014June3 		2541	0001532		PCT 1532	35	8001515	PCT 1515  C/P/S/V	0	0001515	PCT 1515  C/P/S/V
2014June3 		2542	0001533		PCT 1533	34	8001502	PCT 1502  C/P/S/V	0	0001502	PCT 1502  C/P/S/V
2014June3 		2543	0001534		PCT 1534	15	8001534	PCT 1534  P/2S/V	0	0001534	PCT 1534  P/2S/V
2014June3 		2544	0001535		PCT 1535	37	8001535	PCT 1535  S/V	0	0001535	PCT 1535  S/V
2014June3 		2545	0001536		PCT 1536	27	8001536	PCT 1536  S/V	0	0001536	PCT 1536  S/V
2014June3 		2546	0001537		PCT 1537	27	8001537	PCT 1537  P/2S/V	0	0001537	PCT 1537  P/2S/V
2014June3 		2547	0001538		PCT 1538	27	8001536	PCT 1536  S/V	0	0001536	PCT 1536  S/V
2014June3 		2548	0001539		PCT 1539	38	8001539	PCT 1539  S/V	0	0001539	PCT 1539  S/V
2014June3 		2549	0001540		PCT 1540	28	8001424	PCT 1424  P/S/V	0	0001424	PCT 1424  P/S/V
2014June3 		2550	0001541		PCT 1541	27	8001537	PCT 1537  P/2S/V	0	0001537	PCT 1537  P/2S/V
2014June3 		2551	0001542		PCT 1542	28	8001516	PCT 1516  P/2S/V	0	0001516	PCT 1516  P/2S/V
2014June3 		2552	0001543		PCT 1543	34	8001502	PCT 1502  C/P/S/V	0	0001502	PCT 1502  C/P/S/V
2014June3 		2553	0001544		PCT 1544	28	8001544	PCT 1544  P/S/V	0	0001544	PCT 1544  P/S/V
2014June3 		2554	0001545		PCT 1545	28	8001529	PCT 1529  P/S/V	0	0001529	PCT 1529  P/S/V
2014June3 		2555	0001546		PCT 1546	30	8001546	PCT 1546  C/P/S/V	0	0001546	PCT 1546  C/P/S/V
2014June3 		2556	0001547		PCT 1547	30	8001423	PCT 1423  C/P/S/V	0	0001423	PCT 1423  C/P/S/V
2014June3 		2557	0001548		PCT 1548	30	8001440	PCT 1440  C/P/S/V	0	0001440	PCT 1440  C/P/S/V
2014June3 		2558	0001549		PCT 1549	28	8001529	PCT 1529  P/S/V	0	0001529	PCT 1529  P/S/V
2014June3 		2559	0001550		PCT 1550	28	8001550	PCT MAIL 1550	1	0001550	PCT MAIL 1550
2014June3 		2560	0001551		PCT 1551	36	8001551	PCT 1551  P/S/V	0	0001551	PCT 1551  P/S/V
2014June3 		4157	0001552		PCT 1552	28	8001510	PCT 1510  C/P/S/V	0	0001510	PCT 1510  C/P/S/V
2014June3 		2562	0001553		PCT 1553	39	8001553	PCT 1553  C/P/S/V	0	0001553	PCT 1553  C/P/S/V
2014June3 		2563	0001554		PCT 1554	28	8001554	PCT 1554  P/S/V	0	0001554	PCT 1554  P/S/V
2014June3 		2564	0001555		PCT 1555	39	8001555	PCT 1555  S/V	0	0001555	PCT 1555  S/V
2014June3 		2565	0001556		PCT 1556	36	8001556	PCT MAIL 1556	1	0001556	PCT MAIL 1556
2014June3 		4176	0001557		PCT 1557	30	8001557	PCT 1557	0	0001557	PCT 1557
